E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_230.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_230.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_230.jpg,0,0,0,1.858385E-06
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_287.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_287.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_287.jpg,0,0,0,1.481586E-06
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_363.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_363.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_363.jpg,0,0,0,5.890569E-07
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_430.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_430.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_430.jpg,0,0,0,1.180182E-06
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_505.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_505.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_505.jpg,0,0,0,3.085142E-06
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_573.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_573.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_573.jpg,0,0,0,1.169124E-05
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_642.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_642.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_642.jpg,0,0,0,1.34064E-06
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_710.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_710.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_710.jpg,0,0,0,4.941479E-06
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_781.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_781.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_781.jpg,0,0,0,1.473372E-05
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_850.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_850.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_850.jpg,0,0.1450761,0,0.0391177
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_919.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_919.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_919.jpg,0,0.3294477,0,0.2274071
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_40_989.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_40_989.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_40_989.jpg,0,0.56061,0,0.6618012
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_41_057.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_41_057.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_41_057.jpg,0,0.7410294,0,1.151294
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_41_126.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_41_126.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_41_126.jpg,0,0.9205181,0,1.764597
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_41_195.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_41_195.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_41_195.jpg,0,1,0,2.732847
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_41_266.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_41_266.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_41_266.jpg,0,1,0,3.43411
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_41_334.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_41_334.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_41_334.jpg,-0.2,1,0,4.368065
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_41_405.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_41_405.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_41_405.jpg,-0.35,1,0,5.053775
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_41_472.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_41_472.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_41_472.jpg,-0.5500001,1,0,5.946754
E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\center_2021_03_14_15_11_41_543.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\left_2021_03_14_15_11_41_543.jpg,E:\MY PYTHON SCRIPTS\SIMULATOR_DATA_COLLAB\IMG\right_2021_03_14_15_11_41_543.jpg,-0.7,1,0,6.596991
